,USDA Symbol,URLS,COUNT,Source,Scientific Name,Common Name,String
509,NYSY,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://www.superiortrees.net",9,"Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Gino's Newtown, GroWild, Heartwood Felton, Overhill Gardens, Redbud Media, Superior Trees",Nyssa sylvatica,Blackgum,"Blackgum (Nyssa sylvatica): Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Gino's Newtown, GroWild, Heartwood Felton, Overhill Gardens, Redbud Media, Superior Trees"
510,OEFR,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/, https://www.taitfarmfoodslocal.com",7,"Archewild Quakertown, Bowman's New Hope, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Ruffner Mountain Nature Preserve, Tait Farm",Oenothera fruticosa,Narrowleaf Evening Primrose,"Narrowleaf Evening Primrose (Oenothera fruticosa): Archewild Quakertown, Bowman's New Hope, GroWild, Hungry Hook Bainbridge, Overhill Gardens, Ruffner Mountain Nature Preserve, Tait Farm"
511,OEGR2,https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania,1,David Brothers Norristown,Oenothera grandis,Showy Evening Primrose,Showy Evening Primrose (Oenothera grandis): David Brothers Norristown
512,OEMA,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Oenothera macrocarpa,Bigfruit Evening Primrose,"Bigfruit Evening Primrose (Oenothera macrocarpa): GroWild, Overhill Gardens"
513,OEPE,"http://www.hungryhookfarm.com/, https://www.taitfarmfoodslocal.com",2,"Hungry Hook Bainbridge, Tait Farm",Oenothera perennis,Little Evening Primrose,"Little Evening Primrose (Oenothera perennis): Hungry Hook Bainbridge, Tait Farm"
514,OEPI2,http://www.hungryhookfarm.com/,1,Hungry Hook Bainbridge,Oenothera pilosella,Meadow Evening Primrose,Meadow Evening Primrose (Oenothera pilosella): Hungry Hook Bainbridge
515,OESP2,"https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",3,"David Brothers Norristown, GroWild, Overhill Gardens",Oenothera speciosa,Pink Evening Primrose,"Pink Evening Primrose (Oenothera speciosa): David Brothers Norristown, GroWild, Overhill Gardens"
516,OLNI,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Oligoneuron nitidum,Shiny Goldenrod,"Shiny Goldenrod (Oligoneuron nitidum): GroWild, Overhill Gardens"
517,OLOH,https://www.diakon.org/wilderness-greenhouse/,1,Diakon Boiling Springs,Oligoneuron ohioense,Ohio Goldenrod,Ohio Goldenrod (Oligoneuron ohioense): Diakon Boiling Springs
518,OLRI,"https://bhwp.org/grow/native-plant-nursery/, https://calyxnativenursery.com/, https://www.diakon.org/wilderness-greenhouse/, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",7,"Bowman's New Hope, Calyx Native Nursery, Diakon Boiling Springs, Hungry Hook Bainbridge, Keystone Robesonia, Superior Trees, Tait Farm",Oligoneuron rigidum,Stiff Goldenrod,"Stiff Goldenrod (Oligoneuron rigidum): Bowman's New Hope, Calyx Native Nursery, Diakon Boiling Springs, Hungry Hook Bainbridge, Keystone Robesonia, Superior Trees, Tait Farm"
519,ONSE,"https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, http://ruffnermountain.org/",10,"Bowman's New Hope, David Brothers Norristown, Fox Hill Gardens, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Ruffner Mountain Nature Preserve",Onoclea sensibilis,Sensitive Fern,"Sensitive Fern (Onoclea sensibilis): Bowman's New Hope, David Brothers Norristown, Fox Hill Gardens, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Ruffner Mountain Nature Preserve"
520,OPHU,"http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",8,"Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm",Opuntia humifusa,Devil'S-Tongue,"Devil'S-Tongue (Opuntia humifusa): Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm"
521,OSAM,http://www.superiortrees.net,1,Superior Trees,Osmanthus americanus,Devilwood,Devilwood (Osmanthus americanus): Superior Trees
522,OSCI,"https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, www.facebook.com/recreativenatives/, https://redbudnative.com/",11,"Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, GroWild, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Recreative Natives, Redbud Media",Osmunda cinnamomea,Cinnamon Fern,"Cinnamon Fern (Osmunda cinnamomea): Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, GroWild, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Recreative Natives, Redbud Media"
523,OSCL,https://www.keystonewildflowers.com/,1,Keystone Robesonia,Osmorhiza claytonii,Clayton'S Sweetroot,Clayton'S Sweetroot (Osmorhiza claytonii): Keystone Robesonia
524,OSCL2,"https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://www.hungryhookfarm.com/, http://ruffnermountain.org/",4,"Edge of the Woods Orefield, Fox Hill Gardens, Hungry Hook Bainbridge, Ruffner Mountain Nature Preserve",Osmunda claytoniana,Interrupted Fern,"Interrupted Fern (Osmunda claytoniana): Edge of the Woods Orefield, Fox Hill Gardens, Hungry Hook Bainbridge, Ruffner Mountain Nature Preserve"
525,OSRE,"http://foxhillgardens.com, https://www.growildinc.com, https://hilltophollowfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, https://redbudnative.com/, http://ruffnermountain.org/",8,"Fox Hill Gardens, GroWild, Hilltop Hollow Farm, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media, Ruffner Mountain Nature Preserve",Osmunda regalis,Royal Fern,"Royal Fern (Osmunda regalis): Fox Hill Gardens, GroWild, Hilltop Hollow Farm, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media, Ruffner Mountain Nature Preserve"
526,OSVI,"https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://www.superiortrees.net",9,"Archewild Quakertown, David Brothers Norristown, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Overhill Gardens, Redbud Media, Superior Trees",Ostrya virginiana,Hophornbeam,"Hophornbeam (Ostrya virginiana): Archewild Quakertown, David Brothers Norristown, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Overhill Gardens, Redbud Media, Superior Trees"
527,OXAR,"https://arcadianatives.com/, https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/, http://www.superiortrees.net",13,"Arcadia Natives Washington, Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Heartwood Felton, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees",Oxydendrum arboreum,Sourwood,"Sourwood (Oxydendrum arboreum): Arcadia Natives Washington, Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, GroWild, Heartwood Felton, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees"
528,OXVI,"https://calyxnativenursery.com/, https://redbudnative.com/",2,"Calyx Native Nursery, Redbud Media",Oxalis violacea,Violet Woodsorrel,"Violet Woodsorrel (Oxalis violacea): Calyx Native Nursery, Redbud Media"
529,PAAM2,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Panicum amarum,Bitter Panicgrass,"Bitter Panicgrass (Panicum amarum): GroWild, Overhill Gardens"
530,PAAN6,http://www.hungryhookfarm.com/,1,Hungry Hook Bainbridge,Packera anonyma,Small'S Ragwort,Small'S Ragwort (Packera anonyma): Hungry Hook Bainbridge
531,PAAU3,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, http://www.butterflyoasis.net/, https://calyxnativenursery.com/, https://www.diakon.org/wilderness-greenhouse/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",13,"Archewild Quakertown, Bowman's New Hope, Butterfly Oasis Lancaster, Calyx Native Nursery, Diakon Boiling Springs, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Superior Trees, Tait Farm",Packera aurea,Golden Ragwort,"Golden Ragwort (Packera aurea): Archewild Quakertown, Bowman's New Hope, Butterfly Oasis Lancaster, Calyx Native Nursery, Diakon Boiling Springs, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Superior Trees, Tait Farm"
532,PACA6,"https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",7,"Diakon Boiling Springs, Gino's Newtown, GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm",Panicum capillare,Witchgrass,"Witchgrass (Panicum capillare): Diakon Boiling Springs, Gino's Newtown, GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm"
533,PAIN3,"https://calyxnativenursery.com/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",9,"Calyx Native Nursery, Diakon Boiling Springs, Edge of the Woods Orefield, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media",Parthenium integrifolium,Wild Quinine,"Wild Quinine (Parthenium integrifolium): Calyx Native Nursery, Diakon Boiling Springs, Edge of the Woods Orefield, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media"
534,PAIN6,"https://bbgardens.org/, https://edgeofthewoodsnursery.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",6,"Birmingham Botanical Gardens, Edge of the Woods Orefield, GroWild, Overhill Gardens, Superior Trees, Tait Farm",Passiflora incarnata,Purple Passionflower,"Purple Passionflower (Passiflora incarnata): Birmingham Botanical Gardens, Edge of the Woods Orefield, GroWild, Overhill Gardens, Superior Trees, Tait Farm"
535,PALU2,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/",3,"GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve",Passiflora lutea,Yellow Passionflower,"Yellow Passionflower (Passiflora lutea): GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve"
536,PAOB6,"https://bhwp.org/grow/native-plant-nursery/, https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, www.facebook.com/recreativenatives/, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",8,"Bowman's New Hope, Diakon Boiling Springs, Gino's Newtown, GroWild, Overhill Gardens, Recreative Natives, Redbud Media, Tait Farm",Packera obovata,Roundleaf Ragwort,"Roundleaf Ragwort (Packera obovata): Bowman's New Hope, Diakon Boiling Springs, Gino's Newtown, GroWild, Overhill Gardens, Recreative Natives, Redbud Media, Tait Farm"
537,PAQU2,"https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",7,"David Brothers Norristown, Gino's Newtown, Go Native Trees, GroWild, Heartwood Felton, Overhill Gardens, Redbud Media",Parthenocissus quinquefolia,Virginia Creeper,"Virginia Creeper (Parthenocissus quinquefolia): David Brothers Norristown, Gino's Newtown, Go Native Trees, GroWild, Heartwood Felton, Overhill Gardens, Redbud Media"
538,PARI4,https://archewild.com/,1,Archewild Quakertown,Panicum rigidulum,Redtop Panicgrass,Redtop Panicgrass (Panicum rigidulum): Archewild Quakertown
539,PASE5,http://www.hungryhookfarm.com/,1,Hungry Hook Bainbridge,Paspalum setaceum,Thin Paspalum,Thin Paspalum (Paspalum setaceum): Hungry Hook Bainbridge
540,PAVI2,"https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://ruffnermountain.org/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",15,"Archewild Quakertown, David Brothers Norristown, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm",Panicum virgatum,Switchgrass,"Switchgrass (Panicum virgatum): Archewild Quakertown, David Brothers Norristown, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm"
541,PAVI5,"https://archewild.com/, http://www.perennialgardens.name",2,"Archewild Quakertown, Perennial Gardens New Bloomfield",Parthenocissus vitacea,Woodbine,"Woodbine (Parthenocissus vitacea): Archewild Quakertown, Perennial Gardens New Bloomfield"
542,PEBO,http://www.superiortrees.net,1,Superior Trees,Persea borbonia,Redbay,Redbay (Persea borbonia): Superior Trees
543,PECA7,"https://bbgardens.org/, https://www.diakon.org/wilderness-greenhouse/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/",5,"Birmingham Botanical Gardens, Diakon Boiling Springs, GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve",Penstemon calycosus,Longsepal Beardtongue,"Longsepal Beardtongue (Penstemon calycosus): Birmingham Botanical Gardens, Diakon Boiling Springs, GroWild, Overhill Gardens, Ruffner Mountain Nature Preserve"
544,PEDI,"https://archewild.com/, http://www.butterflyoasis.net/, https://www.diakon.org/wilderness-greenhouse/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://ruffnermountain.org/, https://www.taitfarmfoodslocal.com",13,"Archewild Quakertown, Butterfly Oasis Lancaster, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Ruffner Mountain Nature Preserve, Tait Farm",Penstemon digitalis,Smooth Beard Tongue,"Smooth Beard Tongue (Penstemon digitalis): Archewild Quakertown, Butterfly Oasis Lancaster, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Redbud Media, Ruffner Mountain Nature Preserve, Tait Farm"
